,fips,cases,deaths,employed-sugar-intake-daily,Democrats,Republicans
0,6,1,0,22.9,True,False
1,4,1,0,33.0,False,True
2,6,2,0,22.9,True,False
3,4,1,0,33.0,False,True
4,6,2,0,22.9,True,False
5,4,1,0,33.0,False,True
6,6,2,0,22.9,True,False
7,4,1,0,33.0,False,True
8,6,2,0,22.9,True,False
9,4,1,0,33.0,False,True
10,6,2,0,22.9,True,False
11,4,1,0,33.0,False,True
12,6,3,0,22.9,True,False
13,4,1,0,33.0,False,True
14,6,3,0,22.9,True,False
15,4,1,0,33.0,False,True
16,6,6,0,22.9,True,False
17,4,1,0,33.0,False,True
18,6,6,0,22.9,True,False
19,4,1,0,33.0,False,True
20,6,6,0,22.9,True,False
21,4,1,0,33.0,False,True
22,6,6,0,22.9,True,False
23,55,1,0,29.7,False,True
24,4,1,0,33.0,False,True
25,6,6,0,22.9,True,False
26,55,1,0,29.7,False,True
27,4,1,0,33.0,False,True
28,6,6,0,22.9,True,False
29,55,1,0,29.7,False,True
30,4,1,0,33.0,False,True
31,6,6,0,22.9,True,False
32,55,1,0,29.7,False,True
33,4,1,0,33.0,False,True
34,6,6,0,22.9,True,False
35,55,1,0,29.7,False,True
36,4,1,0,33.0,False,True
37,6,7,0,22.9,True,False
38,55,1,0,29.7,False,True
39,4,1,0,33.0,False,True
40,6,7,0,22.9,True,False
41,55,1,0,29.7,False,True
42,4,1,0,33.0,False,True
43,6,7,0,22.9,True,False
44,55,1,0,29.7,False,True
45,4,1,0,33.0,False,True
46,6,7,0,22.9,True,False
47,55,1,0,29.7,False,True
48,4,1,0,33.0,False,True
49,6,7,0,22.9,True,False
50,55,1,0,29.7,False,True
51,4,1,0,33.0,False,True
52,6,7,0,22.9,True,False
53,55,1,0,29.7,False,True
54,4,1,0,33.0,False,True
55,6,7,0,22.9,True,False
56,55,1,0,29.7,False,True
57,4,1,0,33.0,False,True
58,6,7,0,22.9,True,False
59,31,10,0,31.1,False,True
60,55,1,0,29.7,False,True
61,4,1,0,33.0,False,True
62,6,7,0,22.9,True,False
63,31,10,0,31.1,False,True
64,55,1,0,29.7,False,True
65,4,1,0,33.0,False,True
66,6,7,0,22.9,True,False
67,31,10,0,31.1,False,True
68,55,1,0,29.7,False,True
69,4,1,0,33.0,False,True
70,6,8,0,22.9,True,False
71,31,11,0,31.1,False,True
72,55,1,0,29.7,False,True
73,4,1,0,33.0,False,True
74,6,9,0,22.9,True,False
75,31,11,0,31.1,False,True
76,55,1,0,29.7,False,True
77,4,1,0,33.0,False,True
78,6,9,0,22.9,True,False
79,31,11,0,31.1,False,True
80,55,1,0,29.7,False,True
81,4,1,0,33.0,False,True
82,6,9,0,22.9,True,False
83,31,11,0,31.1,False,True
84,55,1,0,29.7,False,True
85,4,1,0,33.0,False,True
86,6,11,0,22.9,True,False
87,31,12,0,31.1,False,True
88,55,1,0,29.7,False,True
89,4,1,0,33.0,False,True
90,6,11,0,22.9,True,False
91,31,13,0,31.1,False,True
92,49,1,0,30.3,False,True
93,55,1,0,29.7,False,True
94,4,1,0,33.0,False,True
95,6,26,0,22.9,True,False
96,31,13,0,31.1,False,True
97,49,1,0,30.3,False,True
98,55,1,0,29.7,False,True
99,4,1,0,33.0,False,True
100,6,26,0,22.9,True,False
101,31,13,0,31.1,False,True
102,49,1,0,30.3,False,True
103,55,1,0,29.7,False,True
104,4,1,0,33.0,False,True
105,6,27,0,22.9,True,False
106,31,13,0,31.1,False,True
107,49,1,0,30.3,False,True
108,55,1,0,29.7,False,True
109,4,1,0,33.0,False,True
110,6,28,0,22.9,True,False
111,31,13,0,31.1,False,True
112,49,1,0,30.3,False,True
113,55,1,0,29.7,False,True
114,4,1,0,33.0,False,True
115,6,33,0,22.9,True,False
116,31,13,0,31.1,False,True
117,36,1,0,23.1,True,False
118,49,1,0,30.3,False,True
119,55,1,0,29.7,False,True
120,4,1,0,33.0,False,True
121,6,38,0,22.9,True,False
122,31,13,0,31.1,False,True
123,36,1,0,23.1,True,False
124,49,1,0,30.3,False,True
125,55,1,0,29.7,False,True
126,4,2,0,33.0,False,True
127,6,45,0,22.9,True,False
128,31,13,0,31.1,False,True
129,36,2,0,23.1,True,False
130,37,1,0,42.1,False,True
131,49,1,0,30.3,False,True
132,55,1,0,29.7,False,True
133,4,2,0,33.0,False,True
134,6,55,1,22.9,True,False
135,31,13,0,31.1,False,True
136,34,1,0,22.7,True,False
137,36,11,0,23.1,True,False
138,37,1,0,42.1,False,True
139,49,1,0,30.3,False,True
140,55,1,0,29.7,False,True
141,4,2,0,33.0,False,True
142,6,67,1,22.9,True,False
143,24,3,0,28.0,True,False
144,31,13,0,31.1,False,True
145,34,2,0,22.7,True,False
146,36,22,0,23.1,True,False
147,37,1,0,42.1,False,True
148,49,1,0,30.3,False,True
149,55,1,0,29.7,False,True
150,4,3,0,33.0,False,True
151,6,81,1,22.9,True,False
152,18,1,0,35.9,False,True
153,21,1,0,43.4,False,True
154,24,3,0,28.0,True,False
155,27,1,0,23.5,True,False
156,31,14,0,31.1,False,True
157,34,4,0,22.7,True,False
158,36,44,0,23.1,True,False
159,37,2,0,42.1,False,True
160,40,1,0,46.5,False,True
161,45,2,0,42.0,False,True
162,49,3,0,30.3,False,True
163,55,1,0,29.7,False,True
164,4,5,0,33.0,False,True
165,6,100,1,22.9,True,False
166,11,1,0,18.5,True,False
167,18,1,0,35.9,False,True
168,20,1,0,32.4,False,True
169,21,1,0,43.4,False,True
170,24,3,0,28.0,True,False
171,27,1,0,23.5,True,False
172,31,14,0,31.1,False,True
173,34,4,0,22.7,True,False
174,36,89,0,23.1,True,False
175,37,2,0,42.1,False,True
176,40,1,0,46.5,False,True
177,45,2,0,42.0,False,True
178,49,3,0,30.3,False,True
179,50,1,0,16.7,True,False
180,55,1,0,29.7,False,True
181,4,5,0,33.0,False,True
182,6,112,1,22.9,True,False
183,9,1,0,18.9,True,False
184,11,1,0,18.5,True,False
185,18,2,0,35.9,False,True
186,19,3,0,34.2,False,True
187,20,1,0,32.4,False,True
188,21,4,0,43.4,False,True
189,24,5,0,28.0,True,False
190,27,2,0,23.5,True,False
191,31,16,0,31.1,False,True
192,34,6,0,22.7,True,False
193,36,106,0,23.1,True,False
194,37,2,0,42.1,False,True
195,40,1,0,46.5,False,True
196,45,6,0,42.0,False,True
197,49,3,0,30.3,False,True
198,50,1,0,16.7,True,False
199,55,1,0,29.7,False,True
200,4,6,0,33.0,False,True
201,6,172,2,22.9,True,False
202,9,2,0,18.9,True,False
203,11,4,0,18.5,True,False
204,18,4,0,35.9,False,True
205,19,8,0,34.2,False,True
206,20,1,0,32.4,False,True
207,21,5,0,43.4,False,True
208,24,6,0,28.0,True,False
209,27,2,0,23.5,True,False
210,31,16,0,31.1,False,True
211,34,11,0,22.7,True,False
212,36,142,0,23.1,True,False
213,37,7,0,42.1,False,True
214,39,3,0,32.0,False,True
215,40,1,0,46.5,False,True
216,45,7,0,42.0,False,True
217,49,3,0,30.3,False,True
218,50,1,0,16.7,True,False
219,55,2,0,29.7,False,True
220,4,6,0,33.0,False,True
221,6,179,3,22.9,True,False
222,9,2,0,18.9,True,False
223,11,4,0,18.5,True,False
224,18,6,0,35.9,False,True
225,19,13,0,34.2,False,True
226,20,1,0,32.4,False,True
227,21,7,0,43.4,False,True
228,24,9,0,28.0,True,False
229,27,3,0,23.5,True,False
230,31,17,0,31.1,False,True
231,34,15,1,22.7,True,False
232,36,173,0,23.1,True,False
233,37,7,0,42.1,False,True
234,39,3,0,32.0,False,True
235,40,2,0,46.5,False,True
236,45,9,0,42.0,False,True
237,49,4,0,30.3,False,True
238,50,1,0,16.7,True,False
239,55,3,0,29.7,False,True
240,4,9,0,33.0,False,True
241,6,202,4,22.9,True,False
242,9,3,0,18.9,True,False
243,11,10,0,18.5,True,False
244,18,11,0,35.9,False,True
245,19,14,0,34.2,False,True
246,20,1,0,32.4,False,True
247,21,7,0,43.4,False,True
248,24,13,0,28.0,True,False
249,27,5,0,23.5,True,False
250,28,1,0,49.7,False,True
251,31,23,0,31.1,False,True
252,34,23,1,22.7,True,False
253,36,217,0,23.1,True,False
254,37,8,0,42.1,False,True
255,39,4,0,32.0,False,True
256,40,2,0,46.5,False,True
257,45,10,0,42.0,False,True
258,49,5,0,30.3,False,True
259,50,2,0,16.7,True,False
260,55,6,0,29.7,False,True
261,2,1,0,26.2,False,True
262,4,9,0,33.0,False,True
263,6,252,4,22.9,True,False
264,9,6,0,18.9,True,False
265,11,10,0,18.5,True,False
266,18,12,0,35.9,False,True
267,19,16,0,34.2,False,True
268,20,5,1,32.4,False,True
269,21,11,0,43.4,False,True
270,24,13,0,28.0,True,False
271,27,9,0,23.5,True,False
272,28,1,0,49.7,False,True
273,31,24,0,31.1,False,True
274,34,29,1,22.7,True,False
275,36,326,0,23.1,True,False
276,37,16,0,42.1,False,True
277,39,5,0,32.0,False,True
278,40,2,0,46.5,False,True
279,45,12,0,42.0,False,True
280,49,7,0,30.3,False,True
281,50,2,0,16.7,True,False
282,55,8,0,29.7,False,True
283,2,1,0,26.2,False,True
284,4,9,0,33.0,False,True
285,6,320,5,22.9,True,False
286,9,11,0,18.9,True,False
287,11,10,0,18.5,True,False
288,18,12,0,35.9,False,True
289,19,17,0,34.2,False,True
290,20,6,1,32.4,False,True
291,21,11,0,43.4,False,True
292,24,18,0,28.0,True,False
293,27,14,0,23.5,True,False
294,28,6,0,49.7,False,True
295,31,27,0,31.1,False,True
296,34,50,1,22.7,True,False
297,36,421,0,23.1,True,False
298,37,18,0,42.1,False,True
299,39,13,0,32.0,False,True
300,40,3,0,46.5,False,True
301,45,13,0,42.0,False,True
302,49,7,0,30.3,False,True
303,50,2,0,16.7,True,False
304,55,19,0,29.7,False,True
305,2,1,0,26.2,False,True
306,4,12,0,33.0,False,True
307,6,381,5,22.9,True,False
308,9,20,0,18.9,True,False
309,11,16,0,18.5,True,False
310,18,15,0,35.9,False,True
311,19,18,0,34.2,False,True
312,20,8,1,32.4,False,True
313,21,18,0,43.4,False,True
314,24,27,0,28.0,True,False
315,27,21,0,23.5,True,False
316,28,6,0,49.7,False,True
317,31,29,0,31.1,False,True
318,34,75,2,22.7,True,False
319,36,610,2,23.1,True,False
320,37,25,0,42.1,False,True
321,39,26,0,32.0,False,True
322,40,4,0,46.5,False,True
323,45,19,0,42.0,False,True
324,49,21,0,30.3,False,True
325,50,5,0,16.7,True,False
326,55,27,0,29.7,False,True
327,2,1,0,26.2,False,True
328,4,13,0,33.0,False,True
329,6,478,6,22.9,True,False
330,9,26,0,18.9,True,False
331,11,17,0,18.5,True,False
332,18,19,0,35.9,False,True
333,19,22,0,34.2,False,True
334,20,9,1,32.4,False,True
335,21,21,0,43.4,False,True
336,24,32,0,28.0,True,False
337,27,35,0,23.5,True,False
338,28,10,0,49.7,False,True
339,31,31,0,31.1,False,True
340,34,98,2,22.7,True,False
341,36,732,6,23.1,True,False
342,37,32,0,42.1,False,True
343,39,37,0,32.0,False,True
344,40,8,0,46.5,False,True
345,45,28,0,42.0,False,True
346,49,29,0,30.3,False,True
347,50,8,0,16.7,True,False
348,55,33,0,29.7,False,True
349,2,3,0,26.2,False,True
350,4,18,0,33.0,False,True
351,6,588,11,22.9,True,False
352,9,41,0,18.9,True,False
353,11,22,0,18.5,True,False
354,18,24,1,35.9,False,True
355,19,22,0,34.2,False,True
356,20,11,1,32.4,False,True
357,21,22,1,43.4,False,True
358,24,39,0,28.0,True,False
359,27,54,0,23.5,True,False
360,28,12,0,49.7,False,True
361,31,33,0,31.1,False,True
362,34,176,3,22.7,True,False
363,36,950,10,23.1,True,False
364,37,34,0,42.1,False,True
365,39,50,0,32.0,False,True
366,40,10,0,46.5,False,True
367,45,33,1,42.0,False,True
368,49,40,0,30.3,False,True
369,50,12,0,16.7,True,False
370,55,47,0,29.7,False,True
371,2,6,0,26.2,False,True
372,4,20,0,33.0,False,True
373,6,732,14,22.9,True,False
374,9,68,0,18.9,True,False
375,11,31,0,18.5,True,False
376,18,30,2,35.9,False,True
377,19,29,0,34.2,False,True
378,20,17,1,32.4,False,True
379,21,26,1,43.4,False,True
380,24,57,0,28.0,True,False
381,27,60,0,23.5,True,False
382,28,21,0,49.7,False,True
383,31,36,0,31.1,False,True
384,34,268,3,22.7,True,False
385,36,1375,18,23.1,True,False
386,37,42,0,42.1,False,True
387,39,67,0,32.0,False,True
388,40,18,0,46.5,False,True
389,45,47,1,42.0,False,True
390,49,51,0,30.3,False,True
391,50,14,0,16.7,True,False
392,54,1,0,46.1,False,True
393,55,72,0,29.7,False,True
394,2,9,0,26.2,False,True
395,4,28,0,33.0,False,True
396,6,893,17,22.9,True,False
397,9,96,1,18.9,True,False
398,11,36,0,18.5,True,False
399,18,39,2,35.9,False,True
400,19,38,0,34.2,False,True
401,20,22,1,32.4,False,True
402,21,35,1,43.4,False,True
403,24,85,1,28.0,True,False
404,27,77,0,23.5,True,False
405,28,34,0,49.7,False,True
406,31,43,0,31.1,False,True
407,34,427,5,22.7,True,False
408,36,2387,32,23.1,True,False
409,37,66,0,42.1,False,True
410,39,90,0,32.0,False,True
411,40,29,0,46.5,False,True
412,45,60,1,42.0,False,True
413,49,65,0,30.3,False,True
414,50,19,0,16.7,True,False
415,54,2,0,46.1,False,True
416,55,106,0,29.7,False,True
417,2,12,0,26.2,False,True
418,4,47,0,33.0,False,True
419,6,1067,19,22.9,True,False
420,9,159,4,18.9,True,False
421,11,39,0,18.5,True,False
422,18,56,2,35.9,False,True
423,19,44,0,34.2,False,True
424,20,35,1,32.4,False,True
425,21,47,2,43.4,False,True
426,24,108,1,28.0,True,False
427,27,89,0,23.5,True,False
428,28,50,1,49.7,False,True
429,31,47,0,31.1,False,True
430,34,735,9,22.7,True,False
431,36,4161,39,23.1,True,False
432,37,104,0,42.1,False,True
433,39,120,0,32.0,False,True
434,40,44,1,46.5,False,True
435,45,81,1,42.0,False,True
436,49,80,0,30.3,False,True
437,50,22,2,16.7,True,False
438,54,5,0,46.1,False,True
439,55,155,2,29.7,False,True
440,2,14,0,26.2,False,True
441,4,70,1,33.0,False,True
442,6,1283,24,22.9,True,False
443,9,194,4,18.9,True,False
444,11,71,0,18.5,True,False
445,18,81,5,35.9,False,True
446,19,45,0,34.2,False,True
447,20,49,1,32.4,False,True
448,21,63,2,43.4,False,True
449,24,150,2,28.0,True,False
450,27,115,0,23.5,True,False
451,28,80,1,49.7,False,True
452,31,53,0,31.1,False,True
453,34,896,11,22.7,True,False
454,36,7113,68,23.1,True,False
455,37,144,0,42.1,False,True
456,39,169,1,32.0,False,True
457,40,49,1,46.5,False,True
458,45,126,3,42.0,False,True
459,49,112,0,30.3,False,True
460,50,29,2,16.7,True,False
461,54,8,0,46.1,False,True
462,55,216,3,29.7,False,True
463,2,21,0,26.2,False,True
464,4,104,1,33.0,False,True
465,6,1544,28,22.9,True,False
466,9,223,5,18.9,True,False
467,11,77,1,18.5,True,False
468,18,128,6,35.9,False,True
469,19,68,0,34.2,False,True
470,20,57,2,32.4,False,True
471,21,84,3,43.4,False,True
472,24,195,3,28.0,True,False
473,27,138,1,23.5,True,False
474,28,140,1,49.7,False,True
475,31,61,0,31.1,False,True
476,34,1336,16,22.7,True,False
477,36,10371,95,23.1,True,False
478,37,184,0,42.1,False,True
479,39,247,3,32.0,False,True
480,40,53,1,46.5,False,True
481,45,172,3,42.0,False,True
482,49,138,0,30.3,False,True
483,50,49,2,16.7,True,False
484,54,12,0,46.1,False,True
485,55,281,4,29.7,False,True
486,2,22,0,26.2,False,True
487,4,153,2,33.0,False,True
488,6,1851,35,22.9,True,False
489,9,327,8,18.9,True,False
490,11,98,1,18.5,True,False
491,18,204,9,35.9,False,True
492,19,90,0,34.2,False,True
493,20,66,2,32.4,False,True
494,21,103,3,43.4,False,True
495,24,245,3,28.0,True,False
496,27,171,1,23.5,True,False
497,28,207,1,49.7,False,True
498,31,62,0,31.1,False,True
499,34,1914,20,22.7,True,False
500,36,15188,142,23.1,True,False
501,37,269,0,42.1,False,True
502,39,351,3,32.0,False,True
503,40,67,2,46.5,False,True
504,45,194,3,42.0,False,True
505,49,182,1,30.3,False,True
506,50,52,2,16.7,True,False
507,54,16,0,46.1,False,True
508,55,382,4,29.7,False,True
509,2,36,0,26.2,False,True
510,4,234,2,33.0,False,True
511,6,2240,39,22.9,True,False
512,9,415,10,18.9,True,False
513,11,116,2,18.5,True,False
514,18,264,12,35.9,False,True
515,19,105,0,34.2,False,True
516,20,82,2,32.4,False,True
517,21,124,3,43.4,False,True
518,24,290,3,28.0,True,False
519,27,235,1,23.5,True,False
520,28,249,1,49.7,False,True
521,31,73,0,31.1,False,True
522,34,2844,27,22.7,True,False
523,36,20899,183,23.1,True,False
524,37,302,0,42.1,False,True
525,39,444,6,32.0,False,True
526,40,81,2,46.5,False,True
527,45,299,5,42.0,False,True
528,49,257,1,30.3,False,True
529,50,75,2,16.7,True,False
530,54,16,0,46.1,False,True
531,55,418,5,29.7,False,True
532,2,42,0,26.2,False,True
533,4,326,6,33.0,False,True
534,6,2644,52,22.9,True,False
535,9,618,12,18.9,True,False
536,11,137,2,18.5,True,False
537,18,371,17,35.9,False,True
538,19,124,1,34.2,False,True
539,20,102,3,32.4,False,True
540,21,157,3,43.4,False,True
541,24,349,4,28.0,True,False
542,27,264,1,23.5,True,False
543,28,320,1,49.7,False,True
544,31,77,0,31.1,False,True
545,34,3675,44,22.7,True,False
546,36,25704,264,23.1,True,False
547,37,397,0,42.1,False,True
548,39,564,8,32.0,False,True
549,40,106,3,46.5,False,True
550,45,342,8,42.0,False,True
551,49,299,1,30.3,False,True
552,50,95,7,16.7,True,False
553,54,39,0,46.1,False,True
554,55,481,5,29.7,False,True
555,2,59,0,26.2,False,True
556,4,402,6,33.0,False,True
557,6,3183,68,22.9,True,False
558,9,875,19,18.9,True,False
559,11,183,2,18.5,True,False
560,18,484,19,35.9,False,True
561,19,147,1,34.2,False,True
562,20,134,3,32.4,False,True
563,21,198,5,43.4,False,True
564,24,423,4,28.0,True,False
565,27,289,1,23.5,True,False
566,28,376,5,49.7,False,True
567,31,84,0,31.1,False,True
568,34,4402,62,22.7,True,False
569,36,33117,381,23.1,True,False
570,37,562,1,42.1,False,True
571,39,707,11,32.0,False,True
572,40,164,5,46.5,False,True
573,45,425,8,42.0,False,True
574,49,346,1,30.3,False,True
575,50,123,8,16.7,True,False
576,54,51,0,46.1,False,True
577,55,623,7,29.7,False,True
578,2,69,0,26.2,False,True
579,4,508,8,33.0,False,True
580,6,4060,83,22.9,True,False
581,9,1012,21,18.9,True,False
582,11,231,3,18.5,True,False
583,18,661,23,35.9,False,True
584,19,179,1,34.2,False,True
585,20,173,3,32.4,False,True
586,21,248,5,43.4,False,True
587,24,581,4,28.0,True,False
588,27,346,2,23.5,True,False
589,28,486,6,49.7,False,True
590,31,91,0,31.1,False,True
591,34,6876,82,22.7,True,False
592,36,39058,502,23.1,True,False
593,37,639,2,42.1,False,True
594,39,867,15,32.0,False,True
595,40,248,7,46.5,False,True
596,45,456,9,42.0,False,True
597,49,402,1,30.3,False,True
598,50,158,9,16.7,True,False
599,54,76,0,46.1,False,True
600,55,754,10,29.7,False,True
601,2,85,1,26.2,False,True
602,4,665,15,33.0,False,True
603,6,4915,104,22.9,True,False
604,9,1291,27,18.9,True,False
605,11,267,3,18.5,True,False
606,18,992,32,35.9,False,True
607,19,236,3,34.2,False,True
608,20,213,4,32.4,False,True
609,21,302,8,43.4,False,True
610,24,790,5,28.0,True,False
611,27,398,4,23.5,True,False
612,28,579,8,49.7,False,True
613,31,102,2,31.1,False,True
614,34,8825,108,22.7,True,False
615,36,44746,645,23.1,True,False
616,37,784,3,42.1,False,True
617,39,1144,22,32.0,False,True
618,40,322,8,46.5,False,True
619,45,542,13,42.0,False,True
620,49,480,2,30.3,False,True
621,50,184,10,16.7,True,False
622,54,96,0,46.1,False,True
623,55,930,16,29.7,False,True
624,2,102,1,26.2,False,True
625,4,773,15,33.0,False,True
626,6,5566,122,22.9,True,False
627,9,1524,33,18.9,True,False
628,11,304,4,18.5,True,False
629,18,1239,38,35.9,False,True
630,19,298,3,34.2,False,True
631,20,272,6,32.4,False,True
632,21,394,9,43.4,False,True
633,24,1066,10,28.0,True,False
634,27,442,5,23.5,True,False
635,28,669,13,49.7,False,True
636,31,122,2,31.1,False,True
637,34,11124,140,22.7,True,False
638,36,53517,935,23.1,True,False
639,37,972,4,42.1,False,True
640,39,1406,25,32.0,False,True
641,40,377,15,46.5,False,True
642,45,661,15,42.0,False,True
643,49,608,2,30.3,False,True
644,50,211,12,16.7,True,False
645,54,113,0,46.1,False,True
646,55,1042,17,29.7,False,True
647,2,114,2,26.2,False,True
648,4,930,18,33.0,False,True
649,6,6321,132,22.9,True,False
650,9,1993,34,18.9,True,False
651,11,342,5,18.5,True,False
652,18,1522,40,35.9,False,True
653,19,336,4,34.2,False,True
654,20,333,7,32.4,False,True
655,21,439,9,43.4,False,True
656,24,1244,11,28.0,True,False
657,27,504,9,23.5,True,False
658,28,759,14,49.7,False,True
659,31,138,2,31.1,False,True
660,34,13386,161,22.7,True,False
661,36,59783,1180,23.1,True,False
662,37,1166,6,42.1,False,True
663,39,1665,30,32.0,False,True
664,40,429,16,46.5,False,True
665,45,775,16,42.0,False,True
666,49,719,2,30.3,False,True
667,50,235,12,16.7,True,False
668,54,124,1,46.1,False,True
669,55,1120,17,29.7,False,True
670,2,120,2,26.2,False,True
671,4,1169,20,33.0,False,True
672,6,7421,147,22.9,True,False
673,9,2571,36,18.9,True,False
674,11,401,9,18.5,True,False
675,18,1797,44,35.9,False,True
676,19,424,6,34.2,False,True
677,20,374,9,32.4,False,True
678,21,480,11,43.4,False,True
679,24,1415,15,28.0,True,False
680,27,576,10,23.5,True,False
681,28,848,16,49.7,False,True
682,31,185,3,31.1,False,True
683,34,16636,199,22.7,True,False
684,36,67504,1512,23.1,True,False
685,37,1303,6,42.1,False,True
686,39,1933,40,32.0,False,True
687,40,481,17,46.5,False,True
688,45,925,18,42.0,False,True
689,49,806,4,30.3,False,True
690,50,256,12,16.7,True,False
691,54,145,1,46.1,False,True
692,55,1269,20,29.7,False,True
693,2,133,2,26.2,False,True
694,4,1298,24,33.0,False,True
695,6,8583,184,22.9,True,False
696,9,3128,69,18.9,True,False
697,11,495,9,18.5,True,False
698,18,2177,61,35.9,False,True
699,19,498,7,34.2,False,True
700,20,435,10,32.4,False,True
701,21,590,18,43.4,False,True
702,24,1662,18,28.0,True,False
703,27,629,12,23.5,True,False
704,28,937,20,49.7,False,True
705,31,199,4,31.1,False,True
706,34,18696,267,22.7,True,False
707,36,76211,1929,23.1,True,False
708,37,1527,10,42.1,False,True
709,39,2199,55,32.0,False,True
710,40,566,23,46.5,False,True
711,45,1083,22,42.0,False,True
712,49,887,5,30.3,False,True
713,50,293,13,16.7,True,False
714,54,162,1,46.1,False,True
715,55,1351,25,29.7,False,True
716,2,143,2,26.2,False,True
717,4,1413,29,33.0,False,True
718,6,9857,212,22.9,True,False
719,9,3557,85,18.9,True,False
720,11,586,11,18.5,True,False
721,18,2578,80,35.9,False,True
722,19,549,9,34.2,False,True
723,20,489,11,32.4,False,True
724,21,674,20,43.4,False,True
725,24,1985,33,28.0,True,False
726,27,689,17,23.5,True,False
727,28,1073,22,49.7,False,True
728,31,249,5,31.1,False,True
729,34,22255,355,22.7,True,False
730,36,84364,2415,23.1,True,False
731,37,1591,11,42.1,False,True
732,39,2548,65,32.0,False,True
733,40,719,30,46.5,False,True
734,45,1293,26,42.0,False,True
735,49,1012,7,30.3,False,True
736,50,321,16,16.7,True,False
737,54,191,2,46.1,False,True
738,55,1552,33,29.7,False,True
739,2,146,2,26.2,False,True
740,4,1600,35,33.0,False,True
741,6,11190,247,22.9,True,False
742,9,3824,112,18.9,True,False
743,11,653,12,18.5,True,False
744,18,3056,94,35.9,False,True
745,19,614,11,34.2,False,True
746,20,554,14,32.4,False,True
747,21,747,34,43.4,False,True
748,24,2331,36,28.0,True,False
749,27,742,18,23.5,True,False
750,28,1177,26,49.7,False,True
751,31,273,6,31.1,False,True
752,34,25590,539,22.7,True,False
753,36,93360,2963,23.1,True,False
754,37,1858,17,42.1,False,True
755,39,2903,81,32.0,False,True
756,40,879,34,46.5,False,True
757,45,1554,31,42.0,False,True
758,49,1077,7,30.3,False,True
759,50,338,17,16.7,True,False
760,54,217,2,46.1,False,True
761,55,1730,37,29.7,False,True
762,2,156,2,26.2,False,True
763,4,1769,41,33.0,False,True
764,6,12569,282,22.9,True,False
765,9,4915,132,18.9,True,False
766,11,757,15,18.5,True,False
767,18,3455,118,35.9,False,True
768,19,699,11,34.2,False,True
769,20,625,19,32.4,False,True
770,21,762,34,43.4,False,True
771,24,2758,42,28.0,True,False
772,27,789,22,23.5,True,False
773,28,1358,29,49.7,False,True
774,31,297,6,31.1,False,True
775,34,29895,647,22.7,True,False
776,36,103689,3716,23.1,True,False
777,37,2093,23,42.1,False,True
778,39,3312,91,32.0,False,True
779,40,989,38,46.5,False,True
780,45,1700,34,42.0,False,True
781,49,1248,7,30.3,False,True
782,50,389,17,16.7,True,False
783,54,242,2,46.1,False,True
784,55,1916,50,29.7,False,True
785,2,169,3,26.2,False,True
786,4,2019,53,33.0,False,True
787,6,13796,323,22.9,True,False
788,9,5276,165,18.9,True,False
789,11,902,21,18.5,True,False
790,18,3975,136,35.9,False,True
791,19,786,11,34.2,False,True
792,20,702,21,32.4,False,True
793,21,909,40,43.4,False,True
794,24,3125,54,28.0,True,False
795,27,865,24,23.5,True,False
796,28,1455,35,49.7,False,True
797,31,339,8,31.1,False,True
798,34,34124,847,22.7,True,False
799,36,115963,4535,23.1,True,False
800,37,2402,30,42.1,False,True
801,39,3739,102,32.0,False,True
802,40,1159,42,46.5,False,True
803,45,1917,40,42.0,False,True
804,49,1426,8,30.3,False,True
805,50,461,20,16.7,True,False
806,54,282,2,46.1,False,True
807,55,2112,60,29.7,False,True
808,2,183,4,26.2,False,True
809,4,2269,64,33.0,False,True
810,6,15202,351,22.9,True,False
811,9,5675,189,18.9,True,False
812,11,998,22,18.5,True,False
813,18,4437,151,35.9,False,True
814,19,868,22,34.2,False,True
815,20,769,23,32.4,False,True
816,21,1048,44,43.4,False,True
817,24,3609,68,28.0,True,False
818,27,935,29,23.5,True,False
819,28,1638,43,49.7,False,True
820,31,377,8,31.1,False,True
821,34,37505,917,22.7,True,False
822,36,124085,5335,23.1,True,False
823,37,2585,37,42.1,False,True
824,39,4043,119,32.0,False,True
825,40,1251,46,46.5,False,True
826,45,2049,44,42.0,False,True
827,49,1618,8,30.3,False,True
828,50,512,22,16.7,True,False
829,54,325,3,46.1,False,True
830,55,2267,73,29.7,False,True
831,2,189,4,26.2,False,True
832,4,2466,67,33.0,False,True
833,6,16361,386,22.9,True,False
834,9,6906,206,18.9,True,False
835,11,1097,24,18.5,True,False
836,18,4986,171,35.9,False,True
837,19,946,25,34.2,False,True
838,20,854,25,32.4,False,True
839,21,1057,52,43.4,False,True
840,24,4045,92,28.0,True,False
841,27,986,30,23.5,True,False
842,28,1738,51,49.7,False,True
843,31,438,10,31.1,False,True
844,34,41090,1005,22.7,True,False
845,36,133389,6149,23.1,True,False
846,37,2870,42,42.1,False,True
847,39,4450,142,32.0,False,True
848,40,1326,51,46.5,False,True
849,45,2232,48,42.0,False,True
850,49,1662,13,30.3,False,True
851,50,543,23,16.7,True,False
852,54,347,4,46.1,False,True
853,55,2440,83,29.7,False,True
854,2,211,4,26.2,False,True
855,4,2577,77,33.0,False,True
856,6,17540,447,22.9,True,False
857,9,7781,277,18.9,True,False
858,11,1211,24,18.5,True,False
859,18,5544,208,35.9,False,True
860,19,1048,26,34.2,False,True
861,20,905,30,32.4,False,True
